amplitude_0,amplitude_1,amplitude_2,amplitude_3,amplitude_4,amplitude_5,amplitude_6,amplitude_7,amplitude_8,amplitude_9,amplitude_10,amplitude_11,amplitude_12,amplitude_13,amplitude_14,amplitude_15,amplitude_16,amplitude_17,amplitude_18,amplitude_19,amplitude_20,amplitude_21,amplitude_22,amplitude_23,amplitude_24,amplitude_25,amplitude_26,amplitude_27,amplitude_28,amplitude_29,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,timestamp
11.4348835506756,13.970936919018328,7.7800041843298064,4.940037679217882,-6.199395965808997,6.353329261386358,14.053662876296274,16.745265770002707,17.620774492833064,18.22540147108548,16.656177121530472,16.745265770002707,17.95033711550137,18.178109596816224,18.9194371935463,18.14629307453299,17.95033711550137,16.472320972562148,13.970936919018328,13.094793683035968,0.7903040775511923,9.928442279140256,15.94904219241988,18.033062779541957,20.08449280620722,20.332729207176897,18.959342877340397,17.322429476024823,14.769703652696249,13.712864262629052,-2.7367008379315974,2.944197082039085,2.498091535061421,2.158798920981803,1.5707963267948966,-2.356194490192345,-2.6344941951176826,-3.070285184480542,2.880990262852316,2.570255124553553,2.0988707399126465,1.6421037959041478,1.0516501863385197,0.4366271349428779,0.3392926399150458,-0.2449786631268641,-0.519146140456377,-0.9420000114373084,-1.373400755244188,-1.7894652626474248,-2.677945044588987,0.896055354891196,0.6747409719037006,0.1853479536693129,-0.2449786631268641,-0.7853981633974483,-1.4601391108150263,-2.2142974485682982,2.961739143088717,2.356194490192345,0.0
11.044631634232172,14.483730399166513,9.822471747825492,3.801871834545869,-6.198127689885368,9.483889036656189,12.940010311986082,15.445401121306126,18.03433087201681,19.1926334049461,18.034331031536723,16.919411547030997,17.32369696281852,17.245795685361173,19.424801312260744,17.49403089776503,16.98250529392013,16.657445178424574,15.445401121306126,11.863672049953504,2.8327721800340693,10.333996919458333,15.533735430441364,19.316372378901203,20.40103380090352,20.32433607673616,18.659086460959717,17.95160578982281,15.445401121306126,12.940010311986082,-1.8490959651389245,-2.5535900500422257,-2.8198420809425246,2.8198420809425246,3.141592653589793,-1.4056476395150663,-1.681453554645851,-1.99742382325522,-2.3127436388777967,-2.508843807334816,-2.956244714613344,2.9304993488558253,2.498091544796509,1.913820254002479,1.675673261191649,1.373400779424076,0.9827936951694428,0.5280745089465693,0.4266274964603235,0.0,-0.7853981633974483,2.677945044588987,2.5308666696025988,2.1293956585435154,1.7590178432816703,1.2341214944010428,0.540419471642152,-0.1243549945467614,-1.1441688303345732,-1.4601390989439424,0.0025370000000748
11.048943065002357,13.97651763473629,9.934022957580211,2.837084517935197,-6.193815351984241,9.934022957580211,12.837084517935196,16.750846609365116,17.78558431221817,18.81677686366968,18.415162746631268,16.750846609365116,17.19074939024623,16.66175766147107,17.955918127723937,18.41516295131125,16.986817997643374,16.110673364718537,13.97651763473629,11.935318214444315,6.816484604655573,10.96621808436375,15.419864539239246,19.12097359475233,19.48820156323268,20.171063528607093,17.955918127723937,17.479743740406132,14.669782383325003,13.80618464801576,-1.2924966586116382,-1.7681918959994274,-2.466851687637373,-2.356194490192345,-1.5707963267948966,-0.8960553608424763,-1.1071487177940904,-1.4994888595403586,-1.892546881191539,-2.2367655488288394,-2.65163530713779,3.0702851863352554,2.647651291364365,2.098870760098714,1.695151321341658,1.5707963267948966,0.982793723247329,0.5667292318306182,0.1973955692045307,-0.1243549945467614,-1.1071487177940904,2.5535900500422257,2.414950299488984,1.7894652783916831,1.4141944438966974,0.9561333681321984,0.1243549945467614,-0.5516549908794788,-1.6614562199764835,-2.214297435588181,0.0050719999999273
11.927607008700363,13.666190686840467,9.819073038381504,2.8293733121912434,-3.1912266010883803,7.777873402124217,12.936611850071198,15.946911793817923,17.61864393382338,18.45230191330805,17.77787321605119,17.39682833492176,17.24239634655802,16.178934076333455,18.84997322547087,17.690134436950427,16.916012181760212,15.946911793817923,14.76757403753491,11.927607122556232,3.7984731251018817,9.48049034005535,15.1656795382725,19.07477242275048,19.98940654522518,20.16335224709842,18.28553662251063,17.45335336409343,15.757470255924796,13.841686970745148,1.446441332248135,0.4182243345985469,-0.3217505665684881,-0.7853981633974483,-2.356194490192345,0.6435010893183313,-0.110657222658267,-0.6747409540985241,-1.3101939370677789,-1.92956698372646,-2.5360479744048603,3.0090411223561624,2.403777633124209,1.4181469913638822,1.1071487177940904,0.4636476090008061,-0.2110933213477754,-0.8960553726963726,-1.3909428367398942,-2.089942433551053,2.819842087021305,0.165148683994003,-0.3487709858147903,-1.0584068722630766,-1.7681918913262564,-2.526929717409507,2.83870779214541,1.97568809209404,0.4993466813657386,-0.0996686549014285,0.007567999999992
12.435086050687849,13.972189993060711,8.853357297828861,3.8018570390602298,-6.1981424853702,8.853357297828861,14.483715441092883,16.10634668800467,18.034316236051858,18.65907129247893,16.982490498434675,16.1823185062106,16.080723969822092,16.473574578726865,18.64485587171529,17.342941520317286,18.179362784131573,17.24577963699433,15.44538563092556,12.939995284515192,2.8327573845492378,10.3339821239726,15.533719485930137,18.85335729782886,19.91908965286614,19.929696079249545,18.45568596396747,17.62202757860357,14.770957319209415,13.344281869248146,-1.212025676525044,-1.768191907703229,-2.356194490192345,-2.8198420809424936,0.0,-0.7853981633974483,-0.9827937107682468,-1.4940244351672625,-1.756144265771327,-2.111215807979826,-2.5535900219642915,-2.988943324491227,2.746801551168761,2.199592631625406,1.983206758818169,1.6373644935317415,1.1341691598764767,0.8329813019094872,0.426627466459249,0.1106572308185522,-0.7853981633974483,2.677945044588987,2.530866650004541,2.0344439357957027,1.7196862815440157,1.2178059484642627,0.3587706502698528,-0.2606024028542416,-1.3909428201888396,-1.8925468893029425,0.0100669999999354
12.42957513704835,14.049405100481046,9.816946312228902,6.349071432357471,0.786046600933265,9.47836362675784,15.13173567237796,16.65191957368117,18.02880529095535,18.63934509839637,17.670244760284604,16.349071432357473,16.913885377049766,15.89149652675072,16.976979785182383,18.465022914504644,17.688007627823822,17.240269526498214,14.440926541005364,13.090535646761392,3.796346398949279,9.111135759098335,15.944785102531274,19.02078871638761,20.581530916625542,20.0802358742496,18.90179648339053,18.02880535480393,14.935780381619928,13.090535870700876,1.2120256631954622,0.5070985181751594,-0.3217505604840555,-0.7853981633974483,1.1071487177940904,1.405647646089776,1.0303768408476377,0.5280744686126004,0.1853479463202755,-0.2310906632041508,-0.6947382921636887,-1.1071487177940904,-1.78188965051534,-2.356194490192345,-2.5535900406769745,-3.0244839111005444,2.677945044588987,2.308611373693831,1.9513026997090452,1.352127376623957,0.3217505604840555,-2.111215812742156,-2.4668517173051803,-2.976443976175166,2.863293019087476,2.2531128839613768,1.5707963267948966,0.7419472974092716,-0.2662520341665242,-0.7086262492103502,0.012555999999904
11.443502939718348,14.183488279127609,8.860722860110478,6.819523033551231,-3.180476966448769,8.860722860110478,13.3031232026822,16.11371269443035,18.04168182823337,18.41820144967108,17.788623476185723,16.926761558697564,16.480940731942383,16.386008994784685,17.70088376971025,18.43320311780005,17.975628138157155,16.480940549295827,13.3031232026822,11.871022816750292,0.7989231202716073,12.134312203973783,15.452751909585697,19.199984119771724,19.926456371268,20.263445928074468,18.41820144967108,18.04168182823337,15.176429002822491,13.852437023831992,1.9756881340399648,1.279339527855822,0.7853981633974483,0.4636476090008061,-2.356194490192345,2.356194490192345,2.129395653065912,1.647568214489148,1.3854483694592523,1.0808389971759669,0.6055446480442781,0.2110933450830306,-0.2984989184437031,-0.8379812303815573,-1.1071487177940904,-1.6295521490914195,-1.951302720675249,-2.199592597439358,-2.5829933273187784,3.141592653589793,2.0344439357957027,-0.2449786631268641,-0.4266274897962485,-0.9380474721169824,-1.421906376807543,-2.0131705475713173,-2.651635323970863,2.9562446962541493,1.91956731973052,1.47112767671102,0.0150439999999889
11.647677689163343,14.438959383198124,9.814979154365084,0.7840794431053739,-6.205620600254814,9.814979154365084,13.088568712885664,16.34710427448966,17.876779052863682,18.63737817642396,17.63253301147079,17.05773821858328,17.614549924244734,16.847893183228432,18.91321311530708,17.876779052863682,16.672396464601803,16.371165338361195,14.438959383198124,12.879229882345983,3.336804317849848,10.954412714047232,15.889529838985798,19.22263394968129,20.39354142474605,20.345763846143797,18.418359781766917,17.238302158133813,15.437907935855348,13.706640383326882,-2.265534618962202,-2.761086280676595,2.819842093104359,2.677945044588987,1.5707963267948966,-1.8925468872803308,-2.279422576000056,-2.677945044588987,3.141592653589793,2.910501996774787,2.356194490192345,1.849095978907036,1.3101939380793193,0.6857295301975083,0.5880026035475675,0.0,-0.367173848883272,-0.8379812142436751,-1.190289953881699,-1.5707963267948966,3.141592653589793,0.9827937138799566,0.7853981633974483,0.2709468447555742,-0.1882215047718349,-0.7188300125535719,-1.5120405068086322,-2.308611395731712,2.7149651537902684,2.356194490192345,0.0175939999999172
11.050975736476474,13.675935131258983,9.936056267635022,4.947650894605619,-6.19178275031441,9.936056267635022,13.675935131258983,16.730777736954405,17.787617315285015,18.233014968923435,16.988850721164866,16.752879286154286,16.686234891931182,15.143606923532072,15.849417234651996,18.92705150285109,16.925756125542925,16.818517945558785,14.45279777922494,12.893068083834567,2.839117119605028,9.490234661606522,15.767213851131745,18.66543160768208,20.407378837901543,20.47339769250456,18.66543160768208,16.818516984555377,14.45279777922494,13.102407121821,0.2782996658871108,-0.4182243020039344,-0.8960554260871427,-0.9827937325997896,1.5707963267948966,0.6747409007077539,0.4182243020039344,0.0,-0.3217505835763194,-0.5713375254817378,-0.9827937325997896,-1.4994888601581038,-1.937970178161031,-2.601173181926734,-2.8198421052722504,-3.0860941524591587,2.709184882763918,2.356194490192345,1.9513026745598872,1.5707963267948966,0.7853981633974483,-1.7359450009235238,-2.0701430546702877,-2.6011731151758406,-2.9533711392395348,2.7610863058248025,2.111215865208849,1.4288992685432729,0.3805063477649905,-0.2186689301398034,0.0200239999999212
9.917880455805276,13.084231627965076,8.414021760792451,4.929475669788441,-6.209957853279927,9.104831005889736,13.790042146720074,16.645615006502933,17.93977562642825,18.13573118706206,17.663940236622153,16.668059533301495,16.170503337052853,17.23396458668381,17.44492122930297,18.02250088608815,18.167547496841085,16.36682776678366,14.043100879236444,12.874892570675414,2.8209420166395094,10.322167284473508,15.938480369084902,18.63304065815788,20.27364195688728,19.810642059999697,18.53220490822368,17.463601475069343,14.75914209054691,13.790042146720074,-0.6747409659965609,-1.3521273866544443,-1.9513027207123192,-2.158798930342464,0.0,-0.5404195217711726,-0.6435011087932844,-1.0427219238205576,-1.446441332248135,-1.8157749899217608,-2.265534579023732,-2.774418842380439,2.9889433280115605,2.4037776067004595,1.9756881508913615,1.7561442767905917,1.1341692007754671,0.8379811873130683,0.5070984722090677,0.0,-0.7853981633974483,2.677945044588987,2.4668516875932323,1.801886990795078,1.475844617166657,0.9272952180016122,0.1746721965551525,-0.5516549741620809,-1.7506498304861482,-2.214297435588181,0.022568000000092
